PAW protein_summary_9 results file
written: Wed Jul 17 11:40:29 2019

 	=subtotal(109,B6:B4149)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	x
1115.0	1	XP_027449714.1	 	32.8	551	61842	N-acetylglucosamine-6-sulfatase [Zalophus californianus]	108	108	1.000	5	2	0	10	5	4	5	7	6	12	3	0	4	7	6	12	10	6	4	5	2	0	10	5	4	5	7	6	12	3	0	4	7	6	12	10	6	4	5.000	2.000	0.000	10.000	5.000	4.000	5.000	7.000	6.000	12.000	3.000	0.000	4.000	7.000	6.000	12.000	10.000	6.000	4.000	 
1116.0	1	XP_027449716.1	 	32.6	267	28826	adaptin ear-binding coat-associated protein 2 isoform X1 [Zalophus californianus]	22	22	1.000	7	0	0	0	1	0	0	1	0	2	8	0	1	0	0	0	0	2	0	7	0	0	0	1	0	0	1	0	2	8	0	1	0	0	0	0	2	0	7.000	0.000	0.000	0.000	1.000	0.000	0.000	1.000	0.000	2.000	8.000	0.000	1.000	0.000	0.000	0.000	0.000	2.000	0.000	 
1116.01	1	XP_027449802.1	redundant	32.7	266	28727	adaptin ear-binding coat-associated protein 2 isoform X2 [Zalophus californianus]	22	22	1.000	7	0	0	0	1	0	0	1	0	2	8	0	1	0	0	0	0	2	0	7	0	0	0	1	0	0	1	0	2	8	0	1	0	0	0	0	2	0	7.000	0.000	0.000	0.000	1.000	0.000	0.000	1.000	0.000	2.000	8.000	0.000	1.000	0.000	0.000	0.000	0.000	2.000	0.000	 
1117.0	1	XP_027449744.1	 	9.9	213	21755	tumor necrosis factor receptor superfamily member 13C isoform X1 [Zalophus californianus]	31	31	1.000	2	0	0	2	1	0	2	2	5	4	0	0	0	2	3	3	5	0	0	2	0	0	2	1	0	2	2	5	4	0	0	0	2	3	3	5	0	0	2.000	0.000	0.000	2.000	1.000	0.000	2.000	2.000	5.000	4.000	0.000	0.000	0.000	2.000	3.000	3.000	5.000	0.000	0.000	 
1117.01	1	XP_027449745.1	redundant	11.1	189	19276	tumor necrosis factor receptor superfamily member 13C isoform X2 [Zalophus californianus]	31	31	1.000	2	0	0	2	1	0	2	2	5	4	0	0	0	2	3	3	5	0	0	2	0	0	2	1	0	2	2	5	4	0	0	0	2	3	3	5	0	0	2.000	0.000	0.000	2.000	1.000	0.000	2.000	2.000	5.000	4.000	0.000	0.000	0.000	2.000	3.000	3.000	5.000	0.000	0.000	 
1117.02	1	XP_027449746.1	redundant	11.3	186	19122	tumor necrosis factor receptor superfamily member 13C isoform X3 [Zalophus californianus]	31	31	1.000	2	0	0	2	1	0	2	2	5	4	0	0	0	2	3	3	5	0	0	2	0	0	2	1	0	2	2	5	4	0	0	0	2	3	3	5	0	0	2.000	0.000	0.000	2.000	1.000	0.000	2.000	2.000	5.000	4.000	0.000	0.000	0.000	2.000	3.000	3.000	5.000	0.000	0.000	 
1117.03	1	XP_027449747.1	redundant	11.4	185	19051	tumor necrosis factor receptor superfamily member 13C isoform X4 [Zalophus californianus]	31	31	1.000	2	0	0	2	1	0	2	2	5	4	0	0	0	2	3	3	5	0	0	2	0	0	2	1	0	2	2	5	4	0	0	0	2	3	3	5	0	0	2.000	0.000	0.000	2.000	1.000	0.000	2.000	2.000	5.000	4.000	0.000	0.000	0.000	2.000	3.000	3.000	5.000	0.000	0.000	 
1118.0	1	XP_027449765.1	 	30.5	1478	165296	pregnancy zone protein-like isoform X1 [Zalophus californianus]	132	125	0.947	0	10	27	7	3	15	11	2	1	0	4	27	5	2	0	0	0	0	18	0	10	27	7	3	14	10	2	0	0	4	26	5	1	0	0	0	0	16	0.000	10.000	27.000	7.000	3.000	14.192	10.167	2.000	0.000	0.000	4.000	26.176	5.000	1.023	0.000	0.000	0.000	0.000	16.421	XP_027449765.1, XP_027449870.1
1119.0	1	XP_027449767.1	 	84.7	163	18295	myoglobin [Zalophus californianus]	2033	2033	1.000	147	153	25	0	297	11	59	7	21	367	171	21	57	7	0	0	2	670	18	147	153	25	0	297	11	59	7	21	367	171	21	57	7	0	0	2	670	18	147.000	153.000	25.000	0.000	297.000	11.000	59.000	7.000	21.000	367.000	171.000	21.000	57.000	7.000	0.000	0.000	2.000	670.000	18.000	 
1120.0	1	XP_027449827.1	 	11.9	362	39917	phosphate carrier protein, mitochondrial isoform X1 [Zalophus californianus]XP_027449826.1 phosphate carrier protein, mitochondrial isoform X1 [Zalophus californianus]XP_027449825.1 phosphate carrier protein, mitochondrial isoform X1 [Zalophus californianus]	21	21	1.000	2	1	1	3	1	0	0	0	3	2	0	0	3	0	1	0	3	1	0	2	1	1	3	1	0	0	0	3	2	0	0	3	0	1	0	3	1	0	2.000	1.000	1.000	3.000	1.000	0.000	0.000	0.000	3.000	2.000	0.000	0.000	3.000	0.000	1.000	0.000	3.000	1.000	0.000	 
1120.01	1	XP_027449828.1	redundant	11.9	361	39841	phosphate carrier protein, mitochondrial isoform X2 [Zalophus californianus]	21	21	1.000	2	1	1	3	1	0	0	0	3	2	0	0	3	0	1	0	3	1	0	2	1	1	3	1	0	0	0	3	2	0	0	3	0	1	0	3	1	0	2.000	1.000	1.000	3.000	1.000	0.000	0.000	0.000	3.000	2.000	0.000	0.000	3.000	0.000	1.000	0.000	3.000	1.000	0.000	 
1121.0	1	XP_027449844.1	 	50.7	430	48151	keratin, type I cytoskeletal 18 [Zalophus californianus]	122	2	0.016	22	27	6	3	6	4	1	1	1	1	13	3	14	0	2	2	4	5	7	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.000	5.189	0.000	1.000	0.000	1.500	0.000	0.045	0.000	0.000	0.000	1.000	4.368	0.000	0.000	0.000	0.000	0.000	2.000	CONT_046|gi|88041|pir||A31994, CONT_047|gi|88042|pir||S14666, CONT_074|gi|1070608|pir||KRHU9, CONT_082|gi|125080|sp|P02533|K1CN_HUMAN, CONT_092|gi|71528|pir||KRHU0, CONT_094|gi|547751|sp|Q04695|K1CQ_HUMAN, CONT_101|gi|125081|sp|P19012|K1CO_HUMAN, CONT_122|gi|88057|pir||A33652, CONT_156|gi|1363944|pir||JC4313, XP_027423764.1, XP_027423767.1, XP_027423980.1, XP_027423981.1, XP_027449634.1, XP_027449844.1, XP_027480465.1, XP_027480639.1, XP_027480644.1, XP_027481847.1, XP_027481944.1, XP_027481947.1, XP_027482028.1
1122.0	1	XP_027449870.1	 	54.2	1480	164847	alpha-2-macroglobulin-like isoform X1 [Zalophus californianus]	678	671	0.990	4	41	110	31	9	60	51	15	17	10	53	123	5	43	3	6	10	25	62	4	41	110	31	9	59	50	15	16	10	53	122	5	42	3	6	10	25	60	4.000	41.000	110.000	31.000	9.000	59.808	50.833	15.000	17.000	10.000	53.000	122.824	5.000	42.977	3.000	6.000	10.000	25.000	61.579	XP_027449765.1, XP_027449870.1
1122.01	1	XP_027449872.1	redundant	54.4	1475	164260	alpha-2-macroglobulin-like isoform X2 [Zalophus californianus]	678	671	0.990	4	41	110	31	9	60	51	15	17	10	53	123	5	43	3	6	10	25	62	4	41	110	31	9	59	50	15	16	10	53	122	5	42	3	6	10	25	60	4.000	41.000	110.000	31.000	9.000	59.808	50.833	15.000	17.000	10.000	53.000	122.824	5.000	42.977	3.000	6.000	10.000	25.000	61.579	XP_027449765.1, XP_027449870.1
1123.0	1	XP_027449890.1	 	15.7	466	51846	citrate synthase, mitochondrial isoform X1 [Zalophus californianus]	19	19	1.000	4	3	0	0	1	1	0	1	0	2	0	0	5	0	0	0	1	1	0	4	3	0	0	1	1	0	1	0	2	0	0	5	0	0	0	1	1	0	4.000	3.000	0.000	0.000	1.000	1.000	0.000	1.000	0.000	2.000	0.000	0.000	5.000	0.000	0.000	0.000	1.000	1.000	0.000	 
1123.01	1	XP_027449891.1	redundant	13.8	400	44789	citrate synthase, mitochondrial isoform X2 [Zalophus californianus]	19	19	1.000	4	3	0	0	1	1	0	1	0	2	0	0	5	0	0	0	1	1	0	4	3	0	0	1	1	0	1	0	2	0	0	5	0	0	0	1	1	0	4.000	3.000	0.000	0.000	1.000	1.000	0.000	1.000	0.000	2.000	0.000	0.000	5.000	0.000	0.000	0.000	1.000	1.000	0.000	 
1124.0	1	XP_027449895.1	 	30.3	195	22149	protein canopy homolog 2 isoform X1 [Zalophus californianus]	14	14	1.000	2	1	0	0	5	0	0	0	0	0	3	0	1	0	0	0	0	2	0	2	1	0	0	5	0	0	0	0	0	3	0	1	0	0	0	0	2	0	2.000	1.000	0.000	0.000	5.000	0.000	0.000	0.000	0.000	0.000	3.000	0.000	1.000	0.000	0.000	0.000	0.000	2.000	0.000	 
1124.01	1	XP_027449896.1	redundant	32.4	182	20528	protein canopy homolog 2 isoform X2 [Zalophus californianus]	14	14	1.000	2	1	0	0	5	0	0	0	0	0	3	0	1	0	0	0	0	2	0	2	1	0	0	5	0	0	0	0	0	3	0	1	0	0	0	0	2	0	2.000	1.000	0.000	0.000	5.000	0.000	0.000	0.000	0.000	0.000	3.000	0.000	1.000	0.000	0.000	0.000	0.000	2.000	0.000	 
1125.0	1	XP_027449897.1	 	22.4	295	33088	40S ribosomal protein SA-like [Zalophus californianus]	11	0	0.000	2	2	0	1	0	0	0	0	0	0	1	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.500	0.583	0.000	0.500	0.000	0.000	0.000	0.000	0.000	0.000	0.250	0.000	0.667	0.000	0.000	0.000	0.000	0.833	0.000	XP_027426910.1, XP_027437676.1, XP_027449897.1, XP_027477746.1
1125.01	1	XP_027461170.1	redundant	22.4	295	32677	40S ribosomal protein SA isoform X2 [Zalophus californianus]	11	0	0.000	2	2	0	1	0	0	0	0	0	0	1	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.500	0.583	0.000	0.500	0.000	0.000	0.000	0.000	0.000	0.000	0.250	0.000	0.667	0.000	0.000	0.000	0.000	0.833	0.000	XP_027426910.1, XP_027437676.1, XP_027449897.1, XP_027477746.1
1125.02	1	XP_027461173.1	redundant	22.4	295	32780	40S ribosomal protein SA isoform X4 [Zalophus californianus]XP_027461172.1 40S ribosomal protein SA isoform X3 [Zalophus californianus]XP_027461169.1 40S ribosomal protein SA isoform X1 [Zalophus californianus]	11	0	0.000	2	2	0	1	0	0	0	0	0	0	1	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.500	0.583	0.000	0.500	0.000	0.000	0.000	0.000	0.000	0.000	0.250	0.000	0.667	0.000	0.000	0.000	0.000	0.833	0.000	XP_027426910.1, XP_027437676.1, XP_027449897.1, XP_027477746.1
1126.0	1	XP_027449902.1	 	20.1	214	24604	60S ribosomal protein L10 [Zalophus californianus]XP_027464700.1 60S ribosomal protein L10 isoform X1 [Zalophus californianus]	4	4	1.000	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	 
1127.0	1	XP_027449903.1	 	39.1	705	77602	fibulin-1 isoform X1 [Zalophus californianus]	288	25	0.087	12	14	14	26	15	14	13	29	16	9	6	9	16	16	20	17	22	10	10	2	3	3	0	1	2	1	2	1	2	1	1	2	1	0	0	0	2	1	6.000	9.600	9.600	13.000	5.667	14.000	7.000	29.000	16.000	9.000	3.500	5.000	9.000	16.000	10.000	8.500	0.000	7.333	10.000	XP_027449903.1, XP_027449906.1
1128.0	1	XP_027449906.1	 	34.5	685	74841	fibulin-1 isoform X3 [Zalophus californianus]	279	16	0.057	13	13	13	26	16	12	13	27	15	7	6	9	16	15	20	17	23	9	9	3	2	2	0	2	0	1	0	0	0	1	1	2	0	0	0	1	1	0	9.000	6.400	6.400	13.000	11.333	0.000	7.000	0.000	0.000	0.000	3.500	5.000	9.000	0.000	10.000	8.500	23.000	3.667	0.000	XP_027449903.1, XP_027449906.1
1129.0	1	XP_027449909.1	 	27.4	758	84280	LIM domain and actin-binding protein 1 isoform X1 [Zalophus californianus]	40	40	1.000	7	1	0	0	2	0	0	0	1	2	18	0	5	1	0	0	1	2	0	7	1	0	0	2	0	0	0	1	2	18	0	5	1	0	0	1	2	0	7.000	1.000	0.000	0.000	2.000	0.000	0.000	0.000	1.000	2.000	18.000	0.000	5.000	1.000	0.000	0.000	1.000	2.000	0.000	 
1129.01	1	XP_027449910.1	redundant	27.5	757	84282	LIM domain and actin-binding protein 1 isoform X2 [Zalophus californianus]	40	40	1.000	7	1	0	0	2	0	0	0	1	2	18	0	5	1	0	0	1	2	0	7	1	0	0	2	0	0	0	1	2	18	0	5	1	0	0	1	2	0	7.000	1.000	0.000	0.000	2.000	0.000	0.000	0.000	1.000	2.000	18.000	0.000	5.000	1.000	0.000	0.000	1.000	2.000	0.000	 
1130.0	1	XP_027449924.1	 	32.0	713	81201	complement C1r subcomponent isoform X1 [Zalophus californianus]	64	58	0.906	4	6	8	1	6	5	7	1	0	0	6	2	5	0	0	0	0	7	6	2	6	8	1	5	5	7	0	0	0	6	2	4	0	0	0	0	6	6	4.000	6.000	8.000	1.000	5.833	5.000	7.000	0.000	0.000	0.000	6.000	2.000	4.800	0.000	0.000	0.000	0.000	6.857	6.000	XP_027449924.1, XP_027451312.1, XP_027451349.1
1130.01	1	XP_027449925.1	redundant	32.3	705	80245	complement C1r subcomponent isoform X2 [Zalophus californianus]	64	58	0.906	4	6	8	1	6	5	7	1	0	0	6	2	5	0	0	0	0	7	6	2	6	8	1	5	5	7	0	0	0	6	2	4	0	0	0	0	6	6	4.000	6.000	8.000	1.000	5.833	5.000	7.000	0.000	0.000	0.000	6.000	2.000	4.800	0.000	0.000	0.000	0.000	6.857	6.000	XP_027449924.1, XP_027451312.1, XP_027451349.1
1131.0	1	XP_027449970.1	 	10.9	515	56163	keratin, type II cytoskeletal 78 [Zalophus californianus]	22	3	0.136	1	0	2	1	1	1	4	0	0	1	0	1	3	2	1	1	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	2.023	0.000	0.000	0.000	0.000	0.000	1.011	1.024	0.000	0.000	0.000	0.000	0.000	CONT_049|gi|88052|pir||A32568, CONT_064|gi|254622|bbs|112352, CONT_070|gi|547752|sp|Q01546|K22O_HUMAN, CONT_073|gi|87303|pir||JS0487, CONT_079|gi|125105|sp|P13647|K2C5_HUMAN, CONT_088|gi|1346343|sp|P04264|K2C1_HUMAN, CONT_089|gi|71536|pir||KRHU2, CONT_120|gi|125108|sp|P08729|K2C7_HUMAN, CONT_129|gi|1346344|sp|P02538|K2CA_HUMAN, CONT_130|gi|1346345|sp|P04259|K2CB_HUMAN, CONT_131|gi|1346346|sp|P48666|K2CC_HUMAN, CONT_132|gi|1346348|sp|P48668|K2CE_HUMAN, CONT_133|gi|1346349|sp|P48669|K2CF_HUMAN, CONT_142|gi|88053|pir||A29666, XP_027448168.1, XP_027448170.1, XP_027448173.1, XP_027448174.1, XP_027448175.1, XP_027448177.1, XP_027448178.1, XP_027448179.1, XP_027448180.1, XP_027448181.1, XP_027448183.1, XP_027448185.1, XP_027448187.1, XP_027448189.1, XP_027448197.1, XP_027448199.1, XP_027449970.1, XP_027450614.1
1132.0	1	XP_027450006.1	 	15.5	187	20895	insulin-like growth factor I isoform X1 [Zalophus californianus]	4	4	1.000	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	4.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	 
1132.01	1	XP_027450007.1	redundant	17.0	171	19033	insulin-like growth factor I isoform X2 [Zalophus californianus]	4	4	1.000	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	4.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	 
1132.02	1	XP_027450008.1	redundant	18.2	159	17910	insulin-like growth factor I isoform X3 [Zalophus californianus]	4	4	1.000	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	4.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	 
1132.03	1	XP_027450009.1	redundant	19.0	153	17008	insulin-like growth factor I isoform X4 [Zalophus californianus]	4	4	1.000	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	4.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	 
1132.04	1	XP_027450010.1	redundant	21.2	137	15145	insulin-like growth factor I isoform X5 [Zalophus californianus]	4	4	1.000	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	4.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	 
1133.0	1	XP_027450033.1	 	24.2	463	50488	lymphocyte activation gene 3 protein [Zalophus californianus]	29	29	1.000	7	0	0	1	1	0	0	3	5	0	2	0	1	1	3	1	4	0	0	7	0	0	1	1	0	0	3	5	0	2	0	1	1	3	1	4	0	0	7.000	0.000	0.000	1.000	1.000	0.000	0.000	3.000	5.000	0.000	2.000	0.000	1.000	1.000	3.000	1.000	4.000	0.000	0.000	 
1134.0	1	XP_027450065.1	 	29.6	189	20719	tubulin alpha-1C chain-like, partial [Zalophus californianus]	54	29	0.537	8	2	1	3	1	2	1	2	2	2	5	1	6	4	2	3	7	2	0	3	2	1	2	1	2	1	1	1	1	3	1	3	2	1	1	2	1	0	6.286	2.000	1.000	3.000	1.000	2.000	1.000	2.000	2.000	2.000	4.333	1.000	4.607	4.000	2.000	3.000	5.571	2.000	0.000	XP_027447042.1, XP_027450065.1, XP_027455939.1, XP_027472818.1
1134.01	1	XP_027450066.1	redundant	21.2	264	28541	tubulin alpha-1C chain-like, partial [Zalophus californianus]	54	29	0.537	8	2	1	3	1	2	1	2	2	2	5	1	6	4	2	3	7	2	0	3	2	1	2	1	2	1	1	1	1	3	1	3	2	1	1	2	1	0	6.286	2.000	1.000	3.000	1.000	2.000	1.000	2.000	2.000	2.000	4.333	1.000	4.607	4.000	2.000	3.000	5.571	2.000	0.000	XP_027447042.1, XP_027450065.1, XP_027455939.1, XP_027472818.1
1135.0	1	XP_027450073.1	 	4.3	494	54316	keratin, type II cuticular Hb5-like [Zalophus californianus]	9	0	0.000	3	1	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333	0.111	0.111	0.000	0.111	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	CONT_073|gi|87303|pir||JS0487, CONT_120|gi|125108|sp|P08729|K2C7_HUMAN, CONT_129|gi|1346344|sp|P02538|K2CA_HUMAN, CONT_130|gi|1346345|sp|P04259|K2CB_HUMAN, CONT_131|gi|1346346|sp|P48666|K2CC_HUMAN, CONT_132|gi|1346348|sp|P48668|K2CE_HUMAN, CONT_133|gi|1346349|sp|P48669|K2CF_HUMAN, CONT_137|gi|1346347|sp|P48667|K2CD_HUMAN, XP_027444924.1, XP_027448173.1, XP_027448183.1, XP_027448187.1, XP_027448189.1, XP_027448195.1, XP_027449096.1, XP_027449445.1, XP_027450073.1, XP_027450614.1
1136.0	1	XP_027450112.1	 	2.2	1575	176803	plexin-C1 [Zalophus californianus]	6	6	1.000	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0.000	1.000	1.000	2.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.000	0.000	0.000	0.000	 
1137.0	1	XP_027450117.1	 	24.5	1202	135119	myosin-binding protein C, slow-type [Zalophus californianus]	79	70	0.886	11	4	0	0	9	1	0	0	3	1	7	0	3	0	0	0	0	40	0	10	3	0	0	8	0	0	0	2	0	6	0	2	0	0	0	0	39	0	10.769	4.000	0.000	0.000	8.800	0.500	0.000	0.000	2.400	0.000	6.750	0.000	3.000	0.000	0.000	0.000	0.000	39.765	0.000	XP_027450117.1, XP_027473077.1
1138.0	1	XP_027450149.1	 	85.8	148	16486	lysozyme C [Zalophus californianus]	2518	2503	0.994	258	162	65	116	292	164	197	24	50	115	185	70	270	102	76	27	26	223	96	256	162	65	114	291	163	195	24	50	111	184	70	269	102	76	27	26	223	95	257.977	162.000	65.000	115.966	291.993	164.000	196.990	24.000	50.000	115.000	184.939	70.000	270.000	102.000	76.000	27.000	26.000	223.000	95.979	XP_027449220.1, XP_027450149.1
1139.0	1	XP_027450186.1	 	11.4	1241	143396	STE20-like serine/threonine-protein kinase isoform X1 [Zalophus californianus]	11	11	1.000	2	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	3	0	0	2	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	3	0	0	2.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	5.000	0.000	0.000	0.000	0.000	0.000	3.000	0.000	0.000	 
1140.0	1	XP_027450201.1	 	43.8	281	30690	LOW QUALITY PROTEIN: apolipoprotein F [Zalophus californianus]	95	95	1.000	10	13	3	0	6	4	3	2	3	3	12	5	17	4	2	1	0	3	4	10	13	3	0	6	4	3	2	3	3	12	5	17	4	2	1	0	3	4	10.000	13.000	3.000	0.000	6.000	4.000	3.000	2.000	3.000	3.000	12.000	5.000	17.000	4.000	2.000	1.000	0.000	3.000	4.000	 
1141.0	1	XP_027450218.1	 	11.7	350	40078	twinfilin-1 isoform X1 [Zalophus californianus]	4	4	1.000	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	 
1142.0	1	XP_027450231.1	 	39.6	111	12886	CDGSH iron-sulfur domain-containing protein 1 isoform X1 [Zalophus californianus]XP_027450220.1 CDGSH iron-sulfur domain-containing protein 1 isoform X1 [Zalophus californianus]XP_027450211.1 CDGSH iron-sulfur domain-containing protein 1 isoform X1 [Zalophus californianus]	5	5	1.000	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	0	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	1.000	2.000	0.000	 
1142.01	1	XP_027450240.1	redundant	39.6	111	12662	CDGSH iron-sulfur domain-containing protein 1 isoform X2 [Zalophus californianus]	5	5	1.000	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	0	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	1.000	2.000	0.000	 
1142.02	1	XP_027450248.1	redundant	41.5	106	12087	CDGSH iron-sulfur domain-containing protein 1 isoform X3 [Zalophus californianus]	5	5	1.000	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	0	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	1.000	2.000	0.000	 
1143.0	1	XP_027450318.1	 	12.8	421	47199	phosphatidylinositol 5-phosphate 4-kinase type-2 gamma [Zalophus californianus]	3	3	1.000	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.000	0.000	0.000	2.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	 
1144.0	1	XP_027450325.1	 	34.4	781	85745	aconitate hydratase, mitochondrial [Zalophus californianus]	85	85	1.000	15	3	0	9	13	0	0	2	2	14	1	0	8	2	0	2	6	8	0	15	3	0	9	13	0	0	2	2	14	1	0	8	2	0	2	6	8	0	15.000	3.000	0.000	9.000	13.000	0.000	0.000	2.000	2.000	14.000	1.000	0.000	8.000	2.000	0.000	2.000	6.000	8.000	0.000	 
1145.0	1	XP_027450384.1	 	7.9	1017	111325	signal peptide, CUB and EGF-like domain-containing protein 1 isoform X1 [Zalophus californianus]	20	20	1.000	0	0	0	1	1	1	3	1	0	3	0	0	6	1	1	0	0	2	0	0	0	0	1	1	1	3	1	0	3	0	0	6	1	1	0	0	2	0	0.000	0.000	0.000	1.000	1.000	1.000	3.000	1.000	0.000	3.000	0.000	0.000	6.000	1.000	1.000	0.000	0.000	2.000	0.000	 
1146.0	1	XP_027450391.1	 	55.9	528	56386	ATP synthase subunit beta, mitochondrial [Zalophus californianus]	195	195	1.000	23	17	3	22	13	3	2	11	6	10	9	2	25	12	2	3	17	14	1	23	17	3	22	13	3	2	11	6	10	9	2	25	12	2	3	17	14	1	23.000	17.000	3.000	22.000	13.000	3.000	2.000	11.000	6.000	10.000	9.000	2.000	25.000	12.000	2.000	3.000	17.000	14.000	1.000	 
1147.0	1	XP_027450394.1	 	63.0	135	14792	galectin-1 [Zalophus californianus]	138	138	1.000	12	8	0	3	8	1	6	23	9	14	11	1	8	2	6	2	15	9	0	12	8	0	3	8	1	6	23	9	14	11	1	8	2	6	2	15	9	0	12.000	8.000	0.000	3.000	8.000	1.000	6.000	23.000	9.000	14.000	11.000	1.000	8.000	2.000	6.000	2.000	15.000	9.000	0.000	 
1148.0	1	XP_027450401.1	 	20.7	411	46501	alpha-N-acetylgalactosaminidase isoform X1 [Zalophus californianus]	30	30	1.000	2	1	0	3	0	2	1	1	6	4	0	0	1	1	1	6	1	0	0	2	1	0	3	0	2	1	1	6	4	0	0	1	1	1	6	1	0	0	2.000	1.000	0.000	3.000	0.000	2.000	1.000	1.000	6.000	4.000	0.000	0.000	1.000	1.000	1.000	6.000	1.000	0.000	0.000	 
1148.01	1	XP_027450403.1	redundant	23.8	357	40252	alpha-N-acetylgalactosaminidase isoform X3 [Zalophus californianus]	30	30	1.000	2	1	0	3	0	2	1	1	6	4	0	0	1	1	1	6	1	0	0	2	1	0	3	0	2	1	1	6	4	0	0	1	1	1	6	1	0	0	2.000	1.000	0.000	3.000	0.000	2.000	1.000	1.000	6.000	4.000	0.000	0.000	1.000	1.000	1.000	6.000	1.000	0.000	0.000	 
